Line #,Key,en Version,ka Translation
1117,ka.time_series.highlights.no_highlights,There are no highlights on file for this time series.,ამ პერიოდული შედარებისთვის არ არის შექმნილი რჩეული ფაქტები
1118,ka.time_series.highlights.question_code,Question,შეკითხვა
1119,ka.time_series.highlights.broken_down_by_code,Broken Down By,ჩაშლილია
1120,ka.time_series.highlights.filtered_by_code,Filtered By,გაფილტრულია
1121,ka.time_series.highlights.show_home_page,Permanently Shown on Home Page,გამოაჩინე მთავარ გვერდზე
1122,ka.time_series.highlights.btn_show_home_page,Permanently Show on Home Page,გამოაჩინე მთავარ გვერდზე
1123,ka.time_series.highlights.questions,Questions,შეკითხვები
1124,ka.time_series.highlights.description,Description,აღწერა
1125,ka.time_series.sort.title,Sort Groups and Questions,ჯგუფების და შეკითხვების დახარისხება
1126,ka.time_series.sort.explanation,"This page allows you to sort all groups and questions into the order that you desire.

By defualt, the question sort order is set to be the same as the order of the questions in the data file.

When groups are added, the group sort order is initially set so the groups appear at the top of the list.

If you have created groups, you can view and sort the items in that group by clicking on the button in the last column in the table.
","ამ გვერდის საშუალებით, შეგიძლიათ დააწყოთ ყველა ჯგუფი და შეკითხვა თქვენთვის სასურველი რიგითობით.

შეცვლის გარეშე, შეკითხვების რიგითობა იგივეა, რა რიგითობითაც მონაცემებშია შეკითხვები დაწყობილი.

ჯგუფების დამატებისას, ჯგუფი ჩანს ჩამონათვალის თავში.

ჯგუფების შექმნის შემდეგ, თქვენ შეგიძლიათ იხილოთ და დააწყოთ ჯგუფში შემავალი ერთეულები ცხრილის ბოლო სვეტში არსებული ღილაკის გამოყენებით.
"
1127,ka.time_series.sort.move_explanation,Move the selected items after this item,მონიშნული ერთეულების გადატანა ამ ერთეულის შემდეგ
1128,ka.time_series.sort.move_placeholder,Select an Item,ერთეულის მონიშვნა
1129,ka.time_series.sort.headers.sort,Sort Order,დახარისხების წყობა
1130,ka.time_series.sort.headers.type,Item Type,ერთეულის ტიპი
1131,ka.time_series.sort.headers.name,Item Name,ერთეულის სახელი
1132,ka.time_series.sort.breadcrumb_start,Main Items,ბევრი ერთეული
1133,ka.time_series.sort.breadcrumb_title,View all of the main items,ყველა ძირითადი ერთეულის ნახვა
1134,ka.time_series.sort.breadcrumb_title_group,View the items in this group,ამ ჯგუფში შემავალი ერთეულების ნახვა
1135,ka.time_series.sort.main_items,Below are the main items - groups that are not subgroups and questions that are not assigned to groups,"ქვემოთ წარმოდგენილია ძირითადი ერთეულები - ჯგუფები, რომლებიც არ არიან ქვეჯგუფები და შეკითხვები, რომლებიც არ არიან მიეკუთვნებიან ჯგუფებს "
1136,ka.time_series.sort.group_items,Below are the groups and questions assigned to group '%{name}',"ჯგუფები და შეკითხვები, რომელიც მიკუთვნებულია ჯგუფს '%{name}'"
1137,ka.time_series.sort.all_types,All Item Types,ყველა ტიპი
1138,ka.time_series.sort.form_header,Instructions,ინსტრუქცია
1139,ka.time_series.sort.form_instructions,"You can sort groups and questions using two methods:

1) Drag and Drop - Simply drag the row to the desired position.
2) Select & Checkboxes - Use the checkboxes to indciate which row(s) you want to move and then use the select box above the table to indicate where to move the row(s) to.
","ჯგუფებისა და შეკითხვების დალაგება შესაძლებელია ორნაირად:

1) მოკიდეთ ხელი და გადააადგილეთ თქვენთვის სასურველ ადგილას;
2) მონიშნეთ ის სტრიქონ(ებ)ი, რომელთა გადააადგილებაც გსურთ და ცხრილის ზემოთ მოცემული პარამეტრების საშუალებით აირჩიეთ მიმართულება.
"
1140,ka.time_series_questions.index.title,Edit Time Series Questions and their Answers,პერიოდული შედარების შეკითხვებისა და პასუხების რედაქტირება
1141,ka.time_series_questions.index.explanation,Use this page to add questions to the time series or edit questions already in the time series.,გამოიყენეთ ეს გვერდი პერიოდულ შედარებაში ახალი შეკითხვების დასამატებლად ან არსებული შეკითხვების შესასწორებლად
1142,ka.time_series_questions.index.no_questions,There are no questions on file for this time series.,ამ პერიოდული შედარებისთვის არ არის შეკითხვები
1143,ka.time_series_questions.index.btn_add_question,Add a Question,შეკითხვის დამატება
1144,ka.time_series_questions.index.btn_add_question_hint,Match a question from each dataset and add the question to the time series.,შეუსაბამეთ შეკითხვა მონაცემებიდან და დაამატეთ პერიოდულ შედარებას.
1145,ka.time_series_questions.index.btn_automatic,Automatically Assign Matching Questions,ავტომატურად დააკავშიროს ერთნაირი შეკითხვები
1146,ka.time_series_questions.index.btn_automatic_hint,Questions with the same Question Code in each dataset will automatically be added to the time series. This will take a few seconds to complete.,მონაცემთა თითოეული ცხრილიდან ერთი და იმავე კოდის მქონე შეკითხვები ავტომატურად დაემატება პერიოდულ შედარებას. ამას დასჭირდება რამდენიმე წამი.
1147,ka.time_series_questions.index.header_dataset_question,%{title} Question,%{title} შეკითხვა
1148,ka.time_series_questions.form.header_answers,Answers,პასუხები
1149,ka.time_series_questions.form.explanation_answers,"The answer settings fields (value, sort order, etc) are only shown in the '%{lang}' tab.","პასუხის პარამეტრები (მნიშვნელობა, დახარისხების წყობა, ა.შ.) ნაჩვენებია მხოლოდ '%{lang}' ჩანართში."
1150,ka.time_series_questions.form.default_text,Default Text,ძირითადი ტექსტი
1151,ka.time_series_questions.form.header_add_answer,Add a new answer for this question,ამ შეკითხვისთვის ახალი პასუხის დამატება
1152,ka.time_series_questions.form.auto_create_answers_link,Auto-Create Answers,ავტომატური პასუხები
1153,ka.time_series_questions.form.auto_create_answers_title,"For each answer in the questions selected above, add it to the list below",დაამატეთ ჩამონათვალს თითოეული პასუხი ზემოთ არჩეული შეკითხვებისთვის
1154,ka.time_series_questions.form.delete_all_answers_link,Delete All Answers,ყველა პასუხის წაშლა
1155,ka.time_series_questions.form.delete_all_answers_title,Delete all answers below,ყველა პასუხის წაშლა
1156,ka.time_series_questions.show.title,Question: %{question},შეკითხვა: %{question}
1157,ka.time_series_questions.show.header_answers,Answers,პასუხები
1158,ka.time_series_questions.show.no_answers,There are no answers for this question yet.,ამ შეკითხვის პასუხ(ებ)ი ჯერ ვერ მოიძებნა
1159,ka.time_series_questions.mass_changes.title,Mass Changes for Questions/Answers,შეკითხვების/პასუხების მასობრივი ცვლილებები
1160,ka.time_series_questions.mass_changes.explanation,Use this page to upload a spreadsheet of Questions or Answers to quickly change the text or settings for many records at once.,გამოიყენეთ ეს გვერდი შეკითხვების ან პასუხების ასატვირთად ან ერთდროულად რამდენიმე ჩანაწერის ტექსტის ან პარამეტრების შესაცვლელად.
1161,ka.time_series_questions.mass_changes.template,Template,ნიმუში
1162,ka.time_series_questions.mass_changes.upload,Upload Your Spreadsheet of Changes,ატვირთეთ შესწორებების ცხრილი
1163,ka.time_series_questions.mass_changes.questions.header,Questions,შეკითხვები
1164,ka.time_series_questions.mass_changes.questions.template,Clicking the button below will download a template of all questions in this time series. Make the desired changes in the spreadsheet and then use the form below to update your changes.,ღილაკზე დაჭერით თქვენ ჩამოტვირთავთ ნიმუშს ამ პერიოდული შედარების ყველა შეკითხვისთვის. გააკეთეთ ცვლილებები ცხრილში და გამოიყენეთ ქვემოთ მოცემული ფორმა განხორციელებული ცვლილებების შესანახად.
1165,ka.time_series_questions.mass_changes.questions.template2,The only columns that cannot be changed are: %{code},"სვეტები, რომლის შეცვლაც შეუძლებელია: %{code}"
1166,ka.time_series_questions.mass_changes.questions.template3,"If you are using Excel, please use the XLSX format for Excel may not properly load CSV files.","თუკი თქვენ იყენებთ Excel-ს, გთხოვთ, გამოიყენოთ XLSX ფორმატი, რადგან Excel-მა, შესაძლოა, ვერ ჩატვირთოს CSV ფაილი. "
1167,ka.time_series_questions.mass_changes.questions.template_link,Download Questions Template,შეკითხვების ნიმუშების ჩამოტვირთვა
1168,ka.time_series_questions.mass_changes.questions.submit,Update Questions,შეკითხვების განახლება
1169,ka.time_series_questions.mass_changes.answers.header,Answers,პასუხები
1170,ka.time_series_questions.mass_changes.answers.template,Clicking the button below will download a template of all answers in this time series. Make the desired changes in the spreadsheet and then use the form below to update your changes.,ღილაკზე დაჭერით თქვენ ჩამოტვირთავთ ნიმუშს პერიოდული შედარებების ყველა პასუხისთვის. გააკეთეთ ცვლილებები ცხრილში და გამოიყენეთ ქვემოთ მოცემული ფორმა განხორციელებული ცვლილებების შესანახად.
1171,ka.time_series_questions.mass_changes.answers.template2,"The only columns that cannot be changed are: %{code}, %{value}","სვეტები, რომლის შეცვლაც შეუძლებელია: %{code}"
1172,ka.time_series_questions.mass_changes.answers.template3,"If you are using Excel, please use the XLSX format for Excel may not properly load CSV files.","თუკი თქვენ იყენებთ Excel-ს, გთხოვთ, გამოიყენოთ XLSX ფორმატი, რადგან Excel-მა, შესაძლოა, ვერ ჩატვირთოს CSV ფაილი. "
1173,ka.time_series_questions.mass_changes.answers.template_link,Download Answers Template,პასუხების ნიმუშების ჩამოტვირთვა
1174,ka.time_series_questions.mass_changes.answers.submit,Update Answers,პასუხების განახლება
1175,ka.time_series_groups.index.title,Group Questions,შეკითხვების დაჯგუფება
1176,ka.time_series_groups.index.no_groups,There are no groups on file for this time series.,ამ მონაცემებისთვის არ არის შექმნილი ჯგუფები
1177,ka.time_series_groups.index.modal.header,Questions for Group '[group]',შეკითხვები ჯგუფისთვის '[group]'
1178,ka.time_series_groups.index.explanation,"This section allows you to put similar questions together in a group. You can also create a subgroup of questions.

Groups have a name and description. You can use the description to give context to the set of questions in the group.

Groups will be visible in the codebook and on the explore page. It is up to you on whether or not the group description is included in the chart titles.

By default, groups are put at the top of the codebook and all ungrouped questions will appear after the groups. You can use the %{link} to further control the order of the groups and questions.
","ამ სექციის საშუალებით შეგიძლიათ მსგავსი შეკითხვები დააჯგუფოთ. ასევე, შეგიძლიათ შექმნათ შეკითხვების ქვეჯგუფი.

ჯგუფებს აქვს სახელი და აღწერა. აღწერის საშუალებით შესაძლებელია შეკითხვების დაჯგუფების პრინციპის ჩვენება.

ჯგუფების ნახვა შესაძლებელი იქნება მონაცემების გაცნობის გვერდზე და კოდირების დოკუმენტში. თქვენზეა დამოკიდებული, ჯგუფის აღწერა გამოჩნდება თუ არა დიაგრამების სახელწოდებებში.

ჯგუფები კოდირების დოკუმენტში დასაწყისში ხვდებიან, ხოლო დაუჯგუფებელი შეკითხვები - ბოლოში. თქვენ შეგიძლიათ გამოიყენოთ %{link} ჯგუფებისა და შეკითხვების რიგითობის შესაცვლელად.
"
1179,ka.time_series_groups.index.explanation_link_text,Sorting page,გვერდის დახარისხება
1180,ka.time_series_groups.table_row.question_count,%{num} questions,%{num} შეკითხვა
1181,ka.time_series_groups.form.option_top_level,This group is not a subgroup,ეს ჯგუფი არ არის ქვეჯგუფი
1182,ka.time_series_groups.form.chart_description_explanation,Below is an example of how your description text will look in the charts. The format is: Question Code - Group Description. Question Text.,ქვემოთ წარმოდგენილია აღწერის ტექსტის ნიმუში. ფორმატი შემდეგნაირია: შეკითხვის კოდი - ჯგუფის აღწერა. შეკითხვის ტექსტი.
1183,ka.time_series_groups.form.ex_question,Is the sky blue?,ცა ლურჯია?
1184,ka.time_series_groups.form.questions_explanation_default,All questions that are not assigned to any other group are avaiable to be assigned to this group.,"ყველა შეკითხვა, რომელიც არ არის მიკუთვნებული რომელიმე სხვა ჯგუფს, შეიძლება მიეკუთვნოს ამ ჯგუფს"
1185,ka.time_series_groups.form.questions_explanation_subgroup,Only the questions assinged to '%{group}' are available to be assigned to this subgroup.,"ამ ქვეჯგუფისთვის მხოლოდ იმ შეკითხვების მიკუთვნება შეიძლება, რომლებიც მიკუთვნებულია ჯგუფს '%{group}'."
1186,ka.time_series_weights.index.title,Time Series Weighting,პერიოდული შედარების შეწონვა
1187,ka.time_series_weights.index.explanation,"This section allows you to identify which question(s) contain a weight value and which questions that weight should be applied to.

A time series can have multiple weights, but one must be selected as the default weight. A default weight is automatically applied to all questions. For weights that are not the default weight, you can choose to apply the weight to all of the questions or only specific questions.

During analysis, if two questions are being compared and they are of different weights, the default weight is used for both.
","ამ სექციის საშუალებით შეგიძლიათ ამოიცნოთ, რომელი შეკითხვა შეიცავს შეწონვას და რომელ შეკითხვებს უნდა მიესადაგოს იგი.

პერიოდულ შედარებას შეიძლება ჰქონდეს რამდენიმე შეწონვა, მაგრამ ერთი უნდა იყოს არჩეული ძირითადად. ძირითადი შეწონვა ავტომატურად მიესადაგება ყველა შეკითხვას. განსხვავებული შეწონვები შეიძლება მიესადაგოს როგორც ყველა შეკითხვას, ასევე, შეკითხვების გარკვეულ ჯგუფს, თქვენი სურვილის შესაბამისად.

ანალიზის დროს, თუკი ხდება ორი შეკითხვის შედარება, რომელთაც აქვთ განსხვავებული შეწონვა, ორივესათვის გამოყენებულ იქნება ძირითადი შეწონვა.
"
1188,ka.time_series_weights.index.no_weights,There are no weights on file for this time series.,ამ პერიოდული შედარებისთვის არ არის შეწონვა
1189,ka.time_series_weights.index.add,Add Weights,შეწონვების დამატება
1190,ka.time_series_weights.index.edit,Edit Weights,შეწონვის რედაქტირება
1191,ka.time_series_weights.index.confirm_delete,Are you sure you want to delete all weights on file?,"დარწმუნებული ხართ, რომ გსურთ ფაილზე ყველა შეწონვის წაშლა?"
1192,ka.time_series_weights.index.question_count,%{num} questions,%{num} შეკითხვა
1193,ka.time_series_weights.index.table.headers.name,Weight Name,შეწონვის სახელწოდება
1194,ka.time_series_weights.index.table.headers.question,Question with Weight,შეკითხვა შეწონვით
1195,ka.time_series_weights.index.table.headers.default,Is Default Weight?,არის ძირითადი შეწონვა?
1196,ka.time_series_weights.index.table.headers.apply_to,Apply Weight To,შეწონვის მიმართება
1197,ka.time_series_weights.index.modal.header,Questions for Weight '[weight]',შეკითხვები შეწონვისთვის '[weight]'
1198,ka.time_series_weights.new.title,Time Series Weighting Form,პერიოდული შედარების შეწონვის ფორმა
1199,ka.time_series_weights.edit.title,Time SeriesWeighting Form,პერიოდული შედარების შეწონვის ფორმა
1200,ka.time_series_weights.form.other_weights,Other Weights this Question Belongs To,"სხვა შეწონვები, რომელთაც ეს შეკითხვა მიეკუთვნება"
1201,ka.time_series_weights.form.weight_question_explanation,Indicate which question to use as the weight by selectig the dataset that has the question and then selecting the question.,"მიუთითეთ, რომელი შეკითხვა უნდა იყოს გამოყენებული შეწონვისათვის იმ მონაცემების არჩევით, რომელიც შეიცავს ამ შეკითხვას და შემდეგ აირჩიეთ შეკითხვა."
1202,ka.time_series_weights.form.unique_id_explanation,Select the question from each dataset that contains the unique ID of the responders. This ID will be used to assign the weight to the correct responses in each dataset.,"მონიშნეთ შეკითხვა მონაცემებიდან, რომელიც შეიცავს მოპასუხეთა უნიკალურ ID-ს. ID გამოყენებულ იქნება მონაცემებში სწორი პასუხებისთვის შეწონვის გასაკეთებლად. "
1203,ka.support.index.title,Support,Support
1204,ka.support.index.intro,TODO - write a brief intro for the support section...,TODO - write a brief intro for the support section...
1205,ka.support.index.no_sections,"At this time, no guides have been created. Please check back soon.","At this time, no guides have been created. Please check back soon."
1206,ka.support.guide_book.title,Support Guide Book: %{section},Support Guide Book: %{section}
1207,ka.support.guide_book.support_home_page,Support Home,Support Home
1208,ka.support.guide_book.sub_sections,Guide Books,Guide Books
1209,ka.support.guide_book.pages,Guides,Guides
1210,ka.support.guide_book.no_content,"At this time, no guides have been added to this guide book. Please check back soon.","At this time, no guides have been added to this guide book. Please check back soon."
1211,ka.support.guide.title,Support Guide: %{page},Support Guide: %{page}
1212,ka.support.guide.support_home_page,Support Home,Support Home
1213,ka.support.guide.no_content,"At this time, no content has been entered for this page. Please check back soon.","At this time, no content has been entered for this page. Please check back soon."
1214,ka.support.guide.last_updated,Guide last updated: %{date},Guide last updated: %{date}
1215,ka.support.guide.in_this_guide,In This Guide,In This Guide
1216,ka.shared.explore_data.no_matches,Your selections returned no data. Please try again with a different selection.,"თქვენ მიერ მონიშნული პარამეტრებით მონაცემები არ მოიძებნა. გთხოვთ, სცადოთ განსხვავებული პარამეტრები. "
1217,ka.shared.explore_data.no_data,'%{title}' does not have any data that is analyzable at this time.,"%{title}' არ შეიცავს მონაცემებს, რომლებიც გაანალიზებადია ამ დროისთვის."
1218,ka.shared.explore_data.hover_region,Hover over a Region,მიიტანეთ კურსორი რეგიონზე
1219,ka.shared.explore_data.na,N/A,არ არის ხელმისაწვდომი
1220,ka.shared.explore_data.percent,Percent,პროცენტი
1221,ka.shared.explore_data.dataset_title,Dataset,მონაცემები
1222,ka.shared.explore_data.form.question_code,Explore Answers To,გაეცანით პასუხებს
1223,ka.shared.explore_data.form.no_question,Select a Question,აირჩიეთ კითხვა
1224,ka.shared.explore_data.form.broken_down_by_code,Broken Down By,ჩაშლილია
1225,ka.shared.explore_data.form.optional,optional,არჩევითი
1226,ka.shared.explore_data.form.no_comparison,No Comparison,არ არის შედარება
1227,ka.shared.explore_data.form.swap,Swap the Questions,შეკითხვის შეცვლა
1228,ka.shared.explore_data.form.submit,Generate,დაანგარიშება
1229,ka.shared.explore_data.form.reset,Reset,გადატვირთვა
1230,ka.shared.explore_data.form.filtered_by_code,Filtered By,გაფილტრულია
1231,ka.shared.explore_data.form.no_filter,No Filter,ფილტრი არ არის
1232,ka.shared.explore_data.form.can_exclude,Exclude Answers,პასუხების გამორიცხვა
1233,ka.shared.explore_data.form.can_exclude_hint,At least one selected question has answers that can be excluded during analysis. Select this checkbox to remove these answers from the analysis.,"სულ მცირე ერთ არჩეულ შეკითხვას აქვს პასუხები, რომელთა გამორიცხვაც შესაძლებელია ანალიზის დროს. გააკეთეთ მონიშვნა ამ პასუხების ანალიზიდან გამოსარიცხად. "
1234,ka.shared.explore_data.form.weighted_by_code,Weighted By,შეწონილია
1235,ka.shared.explore_data.form.no_weight,No Weight,No Weight
1236,ka.shared.explore_data.jumpto.chart,Jump to Chart,დიაგრამაზე გადასვლა
1237,ka.shared.explore_data.jumpto.map,Jump to Map,რუკაზე გადასვლა
1238,ka.shared.explore_data.jumpto.hint.chart,There is a chart for each answer in the filtered by question. Use the drop down to quickly jump to the answer you want to explore.,There is a chart for each answer in the filtered by question. Use the drop down to quickly jump to the answer you want to explore.
1239,ka.shared.explore_data.jumpto.hint.map_broken,There is a chart for each answer in the broken down by question. Use the drop down to quickly jump to the answer you want to explore.,There is a chart for each answer in the broken down by question. Use the drop down to quickly jump to the answer you want to explore.
1240,ka.shared.explore_data.jumpto.hint.map_filtered,There is a chart for each answer in the filtered by question. Use the drop down to quickly jump to the answer you want to explore.,There is a chart for each answer in the filtered by question. Use the drop down to quickly jump to the answer you want to explore.
1241,ka.shared.explore_data.jumpto.hint.map_broken_filtered,There is a chart for each combination of answers from the broken down by question and filtered by question. Use the drop down to quickly jump to the answer you want to explore.,There is a chart for each combination of answers from the broken down by question and filtered by question. Use the drop down to quickly jump to the answer you want to explore.
1242,ka.shared.explore_data.tabs.map,Map,რუკა
1243,ka.shared.explore_data.tabs.chart,Chart,დიაგრამა
1244,ka.shared.explore_data.tabs.table,Table,ცხრილი
1245,ka.shared.explore_data.tabs.details,Details,დეტალები
1246,ka.shared.explore_data.tabs.download,Download Data,მონაცემთა გაცნობა
1247,ka.shared.explore_data.map.filter,Filter map by selecting an answer to '%{text}':,რუკის გაფილტვრა ამ პასუხის არჩევით '%{text}':
1248,ka.shared.explore_data.instructions.question,Select a question to begin your exploration.,მონაცემთა სანახავად აირჩიეთ კითხვა.
1249,ka.shared.explore_data.instructions.broken,Selecting a broken down by question will generate a stacked bar chart,შეკითხვებით ჩაშლის არჩევა მონაცემებს ჩალაგებული სვეტოვანი დიაგრამით აჩვენებს
1250,ka.shared.explore_data.instructions.filter,Selecting a filtered by question will generate a chart for each answer in the filter,შეკითხვებით გაფილტრვის  არჩევის დროს თითოეული პასუხისთვის ცალკე დიაგრამა იქნება ნაჩვენები
1251,ka.shared.explore_data.instructions.weight,"Using a weight will apply the analysis results to the general population, not just the respondents",შეწონვის გამოყენება ანალიზის შედეგს მოარგებს მთელს მოსახლეობას და არა მარტო რესპოდენტებს
1252,ka.shared.explore_data.instructions.generate,Click to run the analysis,დააჭირეთ და დაიწყეთ ანალიზი
1253,ka.shared.explore_data.instructions.reset,Click to reset the selections,დააჭირეთ მონიშვნების გასაუქმებლად
1254,ka.shared.explore_time_series.no_matches,Your selections returned no data. Please try again with a different selection.,"თქვენ მიერ მონიშნული პარამეტრებით მონაცემები არ მოიძებნა. გთხოვთ, სცადოთ განსხვავებული პარამეტრები. "
1255,ka.shared.explore_time_series.no_data,'%{title}' does not have any data that is analyzable at this time.,"%{title}' არ შეიცავს მონაცემებს, რომლებიც გაანალიზებადია ამ დროისთვის."
1256,ka.shared.explore_time_series.na,N/A,არ არის ხელმისაწვდომი
1257,ka.shared.explore_time_series.percent,Percent,პროცენტი
1258,ka.shared.explore_time_series.time_series_title,Time Series,პერიოდული შედარება
1259,ka.shared.explore_time_series.form.question_code,Explore Answers To,გაეცანით პასუხებს
1260,ka.shared.explore_time_series.form.no_question,Select a Question,აირჩიეთ კითხვა
1261,ka.shared.explore_time_series.form.submit,Generate,დაანგარიშება
1262,ka.shared.explore_time_series.form.reset,Reset,გადატვირთვა
1263,ka.shared.explore_time_series.form.filtered_by_code,Filtered By,გაფილტრულია
1264,ka.shared.explore_time_series.form.no_filter,No Filter,ფილტრი არ არის
1265,ka.shared.explore_time_series.form.can_exclude,"Exclude ""Don't know"" & ""Refuse""","გამორიცხე ""არ ვიცი"" & ""უარი პასუხზე"""
1266,ka.shared.explore_time_series.form.can_exclude_hint,"Remove answers like ""Don't know"" & ""Refuse"" from the analysis","ანალიზიდან წაშალე პასუხები ""არ ვიცი"" & ""უარი პასუხზე"""
1267,ka.shared.explore_time_series.form.no_weight,No Weight,No Weight
1268,ka.shared.explore_time_series.jumpto.chart,Jump to Chart,დიაგრამაზე გადასვლა
1269,ka.shared.explore_time_series.jumpto.hint.chart,There is a chart for each answer in the filtered by question. Use the drop down to quickly jump to the answer you want to explore.,There is a chart for each answer in the filtered by question. Use the drop down to quickly jump to the answer you want to explore.
1270,ka.shared.explore_time_series.tabs.chart,Chart,დიაგრამა
1271,ka.shared.explore_time_series.tabs.table,Table,ცხრილი
1272,ka.shared.explore_time_series.tabs.details,Details,დეტალები
1273,ka.shared.explore_time_series.instructions.question,Select a question to begin your exploration.,მონაცემთა სანახავად აირჩიეთ კითხვა.
1274,ka.shared.explore_time_series.instructions.filter,Selecting a filtered by question will generate a chart for each answer in the filter,შეკითხვებით გაფილტრვის  არჩევის დროს თითოეული პასუხისთვის ცალკე დიაგრამა იქნება ნაჩვენები
1275,ka.shared.explore_time_series.instructions.weight,"Using a weight will apply the analysis results to the general population, not just the respondents",შეწონვის გამოყენება ანალიზის შედეგს მოარგებს მთელს მოსახლეობას და არა მარტო რესპოდენტებს
1276,ka.shared.explore_time_series.instructions.generate,Click to run the analysis,დააჭირეთ და დაიწყეთ ანალიზი
1277,ka.shared.explore_time_series.instructions.reset,Click to reset the selections,დააჭირეთ მონიშვნების გასაუქმებლად
1278,ka.shared.dashboard_data.tabs.highlights,Highlights,რჩეული ფაქტები
1279,ka.shared.dashboard_data.tabs.methodology,Methodology,მეთოდოლოგია
1280,ka.shared.dashboard_data.tabs.codebook,Codebook,კოდირების დოკუმენტი
1281,ka.shared.dashboard_data.tabs.reports,Reports,ანგარიშები
1282,ka.shared.dashboard_data.tabs.licensing,Legal,ლიცენზია
1283,ka.shared.dashboard_data.tabs.meta,Metadata,დამატებითი ინფორმაცია
1284,ka.shared.dashboard_data.tabs.download,Download Data,მონაცემების ჩამოტვირთვა
1285,ka.shared.dashboard_data.no_methodology,There is no methodology on file for this dataset.,ამ მონაცემებისთვის არ არის მეთოდოლოგია
1286,ka.shared.dashboard_data.no_reports,There are no reports on file for this dataset.,ამ მონაცემებისთვის არ არის ანგარიში
1287,ka.shared.dashboard_data.no_highlights,There are no highlights on file for this dataset.,ამ მონაცემებისთვის არ არის შექმნილი რჩეული ფაქტები
1288,ka.shared.dashboard_data.filter.all,All Text,ყველა ტექსტი
1289,ka.shared.dashboard_data.filter.questions,Question Text,შეკითხვის ტექსტი
1290,ka.shared.dashboard_data.filter.codes,Question Code,შეკითხვის კოდი
1291,ka.shared.dashboard_data.filter.answers,Answer Text,პასუხის ტექსტი
1292,ka.shared.dashboard_data.jumpto_group,Jump To Group,ჯგუფზე გადასვლა
1293,ka.shared.dashboard_time_series.tabs.highlights,Highlights,რჩეული ფაქტები
1294,ka.shared.dashboard_time_series.tabs.methodology,Methodology,მეთოდოლოგია
1295,ka.shared.dashboard_time_series.tabs.codebook,Codebook,კოდირების დოკუმენტი
1296,ka.shared.dashboard_time_series.tabs.reports,Reports,ანგარიშები
1297,ka.shared.dashboard_time_series.tabs.licensing,Legal,ლიცენზია
1298,ka.shared.dashboard_time_series.tabs.datasets,Datasets,მონაცემები
1299,ka.shared.dashboard_time_series.tabs.meta,Meta Data,დამატებითი ინფორმაცია
1300,ka.shared.dashboard_time_series.tabs.download,Download Data,მონაცემების ჩამოტვირთვა
1301,ka.shared.dashboard_time_series.no_highlights,There are no highlights on file for this time series.,ამ პერიოდული შედარებისთვის არ არის შექმნილი რჩეული ფაქტები
1302,ka.shared.dashboard_time_series.filter.all,All Text,ყველა ტექსტი
1303,ka.shared.dashboard_time_series.filter.questions,Question Text,შეკითხვის ტექსტი
1304,ka.shared.dashboard_time_series.filter.codes,Question Code,შეკითხვის კოდი
1305,ka.shared.dashboard_time_series.filter.answers,Answer Text,პასუხის ტექსტი
1306,ka.shared.dashboard_time_series.jumpto_group,Jump To Group,ჯგუფზე გადასვლა
1307,ka.shared.language_switcher.label,Available Languages,ხელმისაწვდომი ენები
1308,ka.shared.embed.v1.title_site,Go to %{app_name},გადასვლა %{app_name} -ზე
1309,ka.shared.embed.v1.title_datalist,View All Datasets,ყველა მონაცემის ნახვა
1310,ka.shared.embed.v2.title_site,Go to %{app_name},გადასვლა %{app_name} -ზე
1311,ka.shared.embed.v2.title_datalist,View All Datasets,ყველა მონაცემის ნახვა
1312,ka.shared.embed.v3.title_site,Go to %{app_name},გადასვლა %{app_name} -ზე
1313,ka.shared.embed.v3.title_datalist,View All Datasets,ყველა მონაცემის ნახვა
1314,ka.export_data.dataset,Dataset: %{title},მონაცემთა ცხრილი: %{title}
1315,ka.export_data.download_from,Downloaded From: %{app_name} at %{url}.,ჩამოტვირთულია აქედან: %{app_name} at %{url}.
1316,ka.export_data.last_update,Data Last Updated: %{date},მონაცემები ბოლოს განახლებულია: %{date}
1317,ka.export_data.instructions.codebook,The codebook is a list of all questions and answers available in this dataset. It is provided as a reference to help you quickly find items of interest.,"კოდირება არის მონაცემთა ცხრილში არსებული ყველა შესაძლო შეკითვისა და პასუხის ჩამონათვალი. ის წარმოადგენს დამხმარე ცნობარს, რომელიც გეხმარებათ თქვენთვის საინტერესო ინფორმაციის მოძებნაში."
1318,ka.export_data.instructions.csv_main,"The CSV file is a spreadsheet of all of the data in the dataset. You can open this file in OpenOffice, Excel, Google Spreadsheets or any other spreadsheet software. ","CSV ფაილი არის მონაცემთა ცხრილის ფაილი, რომლის გახსნაც შეგიძლიათ OpenOffice, Excel, Google Spreadsheets ან სხვა ნებისმიერი ცხრილზე მომუშავე პროგრამით."
1319,ka.export_data.instructions.csv,"The CSV download contains 2 files:
- Codebook: %{codebook}

- CSV: %{csv} The CSV is formatted with headers (format: code - name) and the answers are the answer text, not the answer value.
","CSV-ის ჩამოტვირთვა შეიცავს 2 ფაილს:
- კოდირების დოკუმენტი: %{codebook}

- CSV: %{csv} CSV ფორმატირებულია სათაურებით (ცვლადი კოდი და სახელი) და პასუხები იყენებენ პასუხის ტექსტს და არა პასუხის მნიშვნელობას.
"
